,Title,Technology Broad Category,Technology Mid-Type,Technology Sub-Type,Status,Rated Power (kW),Duration (hours),Latitude,Longitude,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support,Unnamed: 38,Unnamed: 39,Latitude_North,Latitude_South,Longitude_East,Longitude_West,Elevation,Elevation_North,Elevation_South,Elevation_East,Elevation_West
915,Stone Edge Farm Winery- All Iron Flow Battery (IFB),Electro-chemical,Flow Battery,Flow Battery,Operational,10,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,38.005,37.995,0.005,-0.005,-1073.755615,-1075.405273,-1070.557373,-1078.839111,-1067.984253
916,Mitsubishi UPS at CoreSite Santa Clara Data Center,Electro-chemical,Electro-chemical,Electro-chemical,Operational,1500,0,37.375202,-121.97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.380202,37.370202,-121.965,-121.975,12.130229,10.77946568,14.42235851,12.07634163,12.95818806
917,China EPRI 15 kW/19kWh Micro-grid,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,15,1.27,36,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36.005,35.995,104.005,103.995,1733.493286,1730.150146,1732.693237,1682.450317,1796.608032
918,Toronto Zoo - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,15,4.67,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,44.005,43.995,0.005,-0.005,150,157.8524475,153.7253265,151.3626709,152.5371399
919,Tunghai Green Transportation Management and Development / Low Carbon Demonstration Project,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,2,3.6,24.2332076,120.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,24.2382076,24.2282076,120.945,120.935,1726.393066,1511.180786,1978.280029,1816.111084,1797.586548
920,Technology Solutions for Wind Integration - Center For Commercialization of Electric Technology (CCET),Electro-chemical,Lithium-ion Battery,Lithium Manganese Oxide Battery,Operational,1000,1,33.5934104,-102.03,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,33.5984104,33.5884104,-102.025,-102.035,1014.133972,1014.726746,1013.286194,1012.499329,1014.534424
921,Bailianhe Pumped Storage Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1200000,0,30.6087078,115.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30.6137078,30.6037078,115.565,115.555,96.29614258,101.1973648,95,99.66896057,95
922,La Africana Solar Power Plant,Thermal Storage,Molten Salt Thermal Storage,Molten Salt Thermal Storage,Operational,50000,7.5,37.807018,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,37.812018,37.802018,-5.095,-5.105,94.07356262,138.2363586,88.83026123,94.7006073,93.82167053
923,15 MW Energy Storage at Weiher Cogeneration Plant - STEAG GmbH,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Contracted,15000,1.5,49.2964517,7.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,49.3014517,49.2914517,7.355,7.345,291.1085815,287.2119751,277.4946899,318.9296875,268.1086426
924,Alliant Energy - Solar Demonstration Project,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,30,1,43,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,43.005,42.995,0.005,-0.005,1381.150024,1121.523438,1581.720581,1362.062988,1312.760986
925,Monroe Community College CES Unit for Grid Support - DTE Energy,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,500,0.5,41.916448,-83.47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,,41.921448,41.911448,-83.465,-83.475,188.9414063,188.3184814,186.8813477,187.0730286,186.1539154
926,Ice Energy project at 901 E Alosta Ave,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,120,6,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.005,33.995,0.005,-0.005,1013.822205,999.258667,1036.192871,1035.580566,1003.231689
927,Ice Energy project at 701 E. Foothill Blvd,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,120,6,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.005,33.995,0.005,-0.005,1013.822205,999.258667,1036.192871,1035.580566,1003.231689
928,Korea Electrotechnology Research Institute 250 kW,Electro-chemical,Lithium-ion Battery,Lithium Polymer Battery,Operational,250,1.7,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35.005,34.995,0.005,-0.005,684.666687,667.6426392,725.8853149,714.809082,677.1343994
929,Kaua&#039;i Dispatchable Solar Storage - 13 MW / 52MWh  - SolarCity,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Contracted,13000,4,21.9661076,-159.57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,21.9711076,21.9611076,-159.565,-159.575,435.1253357,402.6549072,360.2705688,473.4898682,319.6729126
930,Taft Botanical Gardens - SimpliPhi Power,Electro-chemical,Lithium Iron Phosphate Battery,Lithium Iron Phosphate Battery,Operational,10,4,34,-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.005,33.995,-118.995,-119.005,-151.5765686,-121.8978577,-158.4981232,-149.9416351,-142.5437927
931,Randolph-Macon College - Dominion Virginia Power,Electro-chemical,Electro-chemical,Zinc Iron Flow Battery,Operational,48,0,38,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,,38.005,37.995,-76.995,-77.005,47.73632813,45.03861237,53.0460701,50.65260696,48.93731689
932,EnerVault Redox Flow Battery Demo Project,Electro-chemical,Flow Battery,Iron-chromium Flow Battery,De-Commissioned,250,4,37.526323,-120.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,37.531323,37.521323,-120.795,-120.805,39.65001297,38.44784546,39.93780899,39.7001152,37.81611633
933,SCE Distributed Energy Storage Integration (DESI) Pilot 1,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,2400,1.62,33.78659,-117.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,33.79159,33.78159,-117.875,-117.885,43.68386841,45.3429451,40.95404816,42.84973526,43.13774872
934,PDE Smart Microgrid System,Electro-chemical,Lithium-ion Battery,Lithium Polymer Battery,Operational,90,0.33,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,34.005,33.995,0.005,-0.005,1013.822205,999.258667,1036.192871,1035.580566,1003.231689
935,AllCell Chicago EV Charging Station,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,40,0,42.0450722,-87.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,42.0500722,42.0400722,-87.685,-87.695,189.4116364,187.2220306,186.3769989,183.1607971,181.4314728
936,Pilbara Meta Maya Regional Aboriginal Corporation - EMC,Electro-chemical,Electro-chemical,Electro-chemical,Operational,40,1.6,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,,-19.995,-20.005,0.005,-0.005,-4981.444336,-5001.512207,-4961.017578,-5002.927734,-4960.046387
937,"Axion PowerCube for PJM (New Castle, PA)",Electro-chemical,Lead-acid Battery,Lead Carbon Battery,Operational,500,0.5,41,-80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,41.005,40.995,-79.995,-80.005,396.7921143,359.1980591,408.4744873,422.6593933,391.9706421
938,Aikang 35 kw/37 kWh Micro-Grid,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,35,1,32,121,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,32.005,31.995,121.005,120.995,3.3916049,2.659555674,4.810133457,4.318222046,3.720276594
939,Airbnb and kitHAUS Microgrid Pop Up House,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,5,1,34,-118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.005,33.995,-117.995,-118.005,296.012085,240.1182709,333.3753967,302.8822937,361.7246094
940,Toshiba Unga Station TESS,Electro-chemical,Lithium-ion Battery,Lithium Ion Titanate Battery,Operational,1000,2.83,35.8563097,139.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,35.8613097,35.8513097,139.905,139.895,10.68743515,11.12514591,7.088088036,14.80456543,4.067957878
941,The Zhangbei Project - State Grid / Sparton Resources,Electro-chemical,Electro-chemical,Vanadium Redox Flow Battery,Operational,2000,4,41.158557,114.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,41.163557,41.153557,114.725,114.715,1389.502441,1387.330078,1392.277954,1389.603882,1392.674927
942,SÃ¼wag - Bosch Community ESS,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,50,2.7,50.0597078,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,50.0647078,50.0547078,8.535,8.525,110.6216202,109.2192154,106.0550079,109.8961258,107.450119
943,Laney College Green Charge Networks GreenStation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,30,1,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,38.005,37.995,0.005,-0.005,-1073.755615,-1075.405273,-1070.557373,-1078.839111,-1067.984253
944,Merritt College Green Charge Networks GreenStation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,30,1,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,38.005,37.995,0.005,-0.005,-1073.755615,-1075.405273,-1070.557373,-1078.839111,-1067.984253
945,Peralta College Green Charge Networks GreenStation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,30,1,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,38.005,37.995,0.005,-0.005,-1073.755615,-1075.405273,-1070.557373,-1078.839111,-1067.984253
946,250 kWh Berkshire Farm (Anesco UK),Electro-chemical,Electro-chemical,Electro-chemical,Operational,250,1,51.4669939,-1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,,51.4719939,51.4619939,-1.185,-1.195,123.3664322,119.7164841,97.19621277,111.9652786,130.5667725
947,Bajina Basta Reversible Hydro Power Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,614000,0,43.95559,19.45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,43.96059,43.95059,19.455,19.445,310.8697815,246.8905945,512.9224854,302.3554993,294.6697083
948,164 W. Magnolia - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,8,0,34.1780047,-118.32,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.1830047,34.1730047,-118.315,-118.325,173.0547791,176.3914032,167.9832306,171.2129974,175.5630493
949,Lancaster MOAH Green Charge Networks Greenstation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,30,1,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,35.005,34.995,0.005,-0.005,684.666687,667.6426392,725.8853149,714.809082,677.1343994
950,Escondido Energy Storage,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,30000,4,33.1192068,-117.09,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,33.1242068,33.1142068,-117.085,-117.095,195.8894806,199.3495331,200.9397125,196.923996,197.048233
951,Hiwassee Dam,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,185000,0,35.1134803,-84.06,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35.1184803,35.1084803,-84.055,-84.065,510.3665466,601.7778931,533.9314575,543.1304321,549.8365479
952,Redding Furniture and Mattress - Ice Energy,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,40,6,40.6085464,-122.38,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,40.6135464,40.6035464,-122.375,-122.385,217.0637512,210.6435089,181.6351471,216.6108704,198.2495575
953,EDF R&amp;D Les RenardiÃ¨res Concept Grid ESS,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,1000,0.5,48.371189,2.84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,48.376189,48.366189,2.845,2.835,75.8715744,92.02654266,81.3392334,85.47692108,73.56726837
954,"Yokohama Works Energy Storage System - Sumitomo Electric Industries, Ltd.",Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Operational,1000,5,35,140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,35.005,34.995,140.005,139.995,-9.958567619,-5.186620235,-14.70674038,-15.89198494,-4.829843521
955,Fossil Ridge High School,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,200,8,40.512543,-105.02,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,40.517543,40.507543,-105.015,-105.025,1497.30249,1500.383667,1501.638428,1496.790649,1498.041992
956,AES Kilroot Advancion Energy Storage Array,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,10000,0.5,54.725289,-5.77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,54.730289,54.720289,-5.765,-5.775,8.529809952,20.2325592,0,8.628355026,9.372340202
957,Jiangsu 100kW/400kWh ESS,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,100,4,32.061707,118.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,32.066707,32.056707,118.765,118.755,18.10733414,16.38814545,23.84148598,12.35088253,22.24555779
958,Enel Chiaravalle Substation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,2000,1,38.679329,16.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,38.684329,38.674329,16.415,16.405,551.4125977,462.6813049,528.182373,592.5596313,505.0758057
959,CrystEna 1 MW Energy Storage System- Demansys Energy Inc.,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,1000,0.45,39.8440027,-75.02,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,39.8490027,39.8390027,-75.015,-75.025,26.27217102,19.90151024,25.53949165,30.4495945,21.09283447
960,DÃ¶rverden 3 MW Battery Storage - Statkraft,Electro-chemical,Electro-chemical,Electro-chemical,Operational,3000,1.5,52.8469714,9.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,52.8519714,52.8419714,9.235,9.225,19.23178291,14.12615967,19.6375618,19.73582649,18.56955338
961,Shanghai 50kW/50kWh ESS,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,50,1,31.230416,121.47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31.235416,31.225416,121.475,121.465,7,8.307981491,15.54489994,20.20965385,12.12329769
962,Ice Energy project at 27200 Eucalyptus Ave,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,20,6,34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.005,33.995,0.005,-0.005,1013.822205,999.258667,1036.192871,1035.580566,1003.231689
963,AMS 50 MW Hybrid-Electric Buildings,Electro-chemical,Electro-chemical,Electro-chemical,Contracted,50000,0,34.0522342,-118.24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,34.0572342,34.0472342,-118.235,-118.245,84.79787445,90.76403046,81.34313965,83.6448822,87.58492279
964,FerroSmartGrid - Regulation Node,Electro-chemical,Lead-acid Battery,Hybrid Lead-acid Battery/Electro-chemical Capacitor,Operational,50,0.3,37,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,,,37.005,36.995,-4.995,-5.005,475.6304321,482.6272583,477.3511963,471.0803528,479.8626709
965,Planta Solar 10 Solar Plant,Thermal Storage,Heat Thermal Storage,Heat Thermal Storage,Operational,11000,0.5,37.38604,-6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,37.39104,37.38104,-6.195,-6.205,140.1194763,145.870636,133.7207794,148.1800842,126.9549484
966,Audi e-gas Project,Hydrogen Storage,Hydrogen Storage,Hydrogen Storage,Operational,6000,0,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,53.005,52.995,8.005,7.995,7.286913395,7.155555725,9.068029404,8.155555725,7.622222424
967,IntelliStore 1000 - 1MWh Power Plant Balancing Power Optimization,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,500,2,47.9059454,21.06,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,47.9109454,47.9009454,21.065,21.055,92.76622772,94.96297455,94.88134766,92.33984375,96.19909668
968,Pueblo Air Cooled Run Test Facility - Calmac,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,3517,4,38.2821073,-104.52,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,38.2871073,38.2771073,-104.515,-104.525,1419.819092,1424.666016,1413.577148,1414.393188,1420.612915
969,Pueblo West Factory Building - Calmac,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,3517,4,38.2821073,-104.52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,38.2871073,38.2771073,-104.515,-104.525,1419.819092,1424.666016,1413.577148,1414.393188,1420.612915
970,Woojin/Maxwell Daegu Line 2 - Jukjeon Station (224),Electro-chemical,Electro-chemical Capacitor,Electro-chemical Capacitor,Operational,1050,0,35.850752,128.54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,35.855752,35.845752,128.545,128.535,39.00786591,39.37584305,26.4460125,36.55036163,24.19881058
971,Woojin/Maxwell Seoul Line 9 - COEX Station (929),Electro-chemical,Electro-chemical Capacitor,Electro-chemical Capacitor,Operational,1870,0,37.5172363,127.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,37.5222363,37.5122363,127.055,127.045,36.40869904,38.33839035,30.65164757,45.98940659,35.00085068
972,EnergyNest TES Pilot,Thermal Storage,Concrete Thermal Storage,Concrete Thermal Storage,Operational,100,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,,24.005,23.995,0.005,-0.005,317.0666809,314.554657,318.4968872,316.1848755,318.2515564
973,Crpna Hidroelektrana Capljina - ÄŒapljina Pumped Hydro Storage - (Bosnia and Herzegovina),Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,420000,8,43.0166042,17.81,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,43.0216042,43.0116042,17.815,17.805,36.04892349,163.5622864,15.51539803,95.57762146,4
974,ThÃ¼ga-Demonstrationsprojekt Strom zu Gas - ITM Power plc,Hydrogen Storage,Hydrogen Storage,Hydrogen Storage,Operational,320,24,50.1170757,8.74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,50.1220757,50.1120757,8.745,8.735,98.83998108,100.8660431,99.44035339,95,100.5526962
975,Everett MESA 1b Project - SNOPUD,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,1000,0.5,47.936062,-122.25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,47.941062,47.931062,-122.245,-122.255,129.7334137,126.8941803,142.6519623,149.3101807,129.89534
976,Tianhuangping Pumped Storage Hydro Plant,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,1836000,0,30.638675,119.68,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,30.643675,30.633675,119.685,119.675,16.18816757,13.48003292,19.72464371,20,17
977,Prudent Energy Corporation/CEPRI Zhangbei Vanadium Redox Battery Energy Storage System,Electro-chemical,Flow Battery,Vanadium Redox Flow Battery,Operational,500,2,41.158557,114.72,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,,41.163557,41.153557,114.725,114.715,1389.502441,1387.330078,1392.277954,1389.603882,1392.674927
978,Minami Hayakita Substation Hokkaido Electric Power- Sumitomo,Electro-chemical,Electro-chemical,Vanadium Redox Flow Battery,Operational,15000,4,43.0646147,141.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,43.0696147,43.0596147,141.355,141.345,31.50205803,24.33304405,31.61518478,32.70064545,26.4989357
979,Minami-Soma Substation - Tohoku Electric / Toshiba,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,40000,1,37.6421608,140.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,37.6471608,37.6371608,140.965,140.955,22.00054741,16.85053825,26.85333252,20.83762169,23.81749535
980,Stone Edge Farm Winery - Aquion Energy,Electro-chemical,Electro-chemical,Sodium-ion Battery,Operational,30,11.67,38,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,38.005,37.995,0.005,-0.005,-1073.755615,-1075.405273,-1070.557373,-1078.839111,-1067.984253
981,Charleston NaS Energy Storage Project - AEP ,Electro-chemical,Sodium based Battery,Sodium-sulfur Battery,Operational,1200,6,38.3498195,-81.63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,38.3548195,38.3448195,-81.625,-81.635,181.9592743,178.1425476,183.6603546,182.7645569,182.5255432
982,Dundalk Institute of Technology (DkIT) Wind Turbine Energy Storage - CALMAC ,Thermal Storage,Ice Thermal Storage,Ice Thermal Storage,Operational,4560,0,53.9830884,-6.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,53.9880884,53.9780884,-6.395,-6.405,20.51666451,14.16628647,17.65122032,14.23444748,12.28770351
983,New Orleans City Hall - PosiGen / SimpliPhi Power,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,10,2,30,-90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,30.005,29.995,-89.995,-90.005,0.969057798,0.043615732,1.808660626,0.344245225,1.18E-38
984,Hartley Nature Center,Electro-chemical,Electro-chemical,Lithium-ion Battery,Operational,6,2.37,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,47.005,46.995,0.005,-0.005,106.9773865,100.6224365,115.3035202,115.2812195,102.70401
985,EPFL/Leclanche Distributed Electrical Systems Laboratory,Electro-chemical,Lithium Ion Titanate Battery,Lithium Ion Titanate Battery,Operational,720,0.7,46.5208057,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,46.5258057,46.5158057,6.585,6.575,385.0739746,392.3042908,372,377.1690674,400.5661926
986,Remote Off-Grid Container - Regional Queensland ,Electro-chemical,Electro-chemical,Electro-chemical,Operational,2,10,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,-23.995,-24.005,0.005,-0.005,-4806.733398,-4812.061523,-4802.138672,-4807.553711,-4805.779785
987,La Rance Tidal Power Station,Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Open-loop Pumped Hydro Storage,Operational,240000,0,48.6180022,-2.02,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,48.6230022,48.6130022,-2.015,-2.025,4.109671593,0,0,47.2809639,0
